primaryKey,fullNameForSearch,birthdate,gender,height,weight,nationality
219522,Jeremias Conan Ledesma,1993-02-13,M,1.86,83,52
209846,Christian Gunter,1993-02-28,M,1.84,83,21
204311,Kurt Zouma,1994-10-27,M,1.9,95,18
199042,Charles Aranguiz,1989-04-17,M,1.71,68,55
220407,Martin Dubravka,1989-01-15,M,1.9,80,43
204234,Edgar Badia Guardiola,1992-02-12,M,1.8,70,45
244470,Vladimir Coufal,1992-08-22,M,1.75,76,12
231591,Javier Galan Gil,1994-11-19,M,1.72,70,45
244263,Amir Rrahmani,1994-02-24,M,1.92,83,219
206585,Kepa Arrizabalaga,1994-10-03,M,1.86,88,45
205659,Alessio Cragno,1994-06-28,M,1.84,78,27
163489,Andrea Consigli,1987-01-27,M,1.89,82,27
228881,Davide Calabria,1996-12-06,M,1.77,70,27
226710,Gianluca Scamacca,1999-01-01,M,1.95,85,27
235410,Youssef En-Nesyri,1997-06-01,M,1.88,78,129
227290,Marko Dmitrovic,1992-01-24,M,1.94,94,51
210413,Alessio Romagnoli,1995-01-12,M,1.85,75,27
200155,Hans Vanaken,1992-08-24,M,1.95,80,7
176550,David Ospina,1988-08-31,M,1.83,80,56
211738,Mark Flekken,1993-06-13,M,1.95,87,34
232730,Daichi Kamada,1996-08-05,M,1.84,76,163
183574,Max Kruse,1988-03-19,M,1.8,76,21
210385,Rui Tiago Dantas da Silva,1994-02-07,M,1.91,91,38
211591,Moussa Dembele,1996-07-12,M,1.83,79,18
184392,Matteo Darmian,1989-12-02,M,1.82,70,27
207566,William Silva de Carvalho,1992-04-07,M,1.87,79,38
229880,Aaron Wan-Bissaka,1997-11-26,M,1.83,72,14
251809,Sven Botman,2000-01-12,M,1.93,81,34
210930,Carles Gil Pareja,1992-11-02,M,1.7,65,45
173608,Jose Luis Sanmartin Mato,1990-03-27,M,1.92,80,45
240273,Emile Smith Rowe,2000-07-28,M,1.82,72,14
171791,Jose Miguel da Rocha Fonte,1983-12-22,M,1.91,84,38
195861,Yaroslav Rakitskyi,1989-08-03,M,1.85,83,49
201519,Jordan Veretout,1993-03-01,M,1.77,67,18
253124,Matheus Luiz Nunes,1998-08-27,M,1.83,76,38
190717,Michail Antonio,1990-03-28,M,1.78,82,82
172522,Daniel Wass,1989-05-31,M,1.81,74,13
248243,Eduardo Camavinga,2002-11-10,M,1.82,68,18
208135,Abdoulaye Doucoure,1993-01-01,M,1.84,76,126
246104,Ryan Gravenberch,2002-05-16,M,1.9,79,34
230625,Matheus Reis de Lima,1995-02-18,M,1.84,80,54
173030,Oscar Trejo,1988-04-26,M,1.8,79,52
201995,Felipe Anderson Pereira Gomes,1993-04-15,M,1.75,70,54
210881,John McGinn,1994-10-18,M,1.78,68,42
203483,Davy Klaassen,1993-02-21,M,1.79,70,34
213956,Adama Traore Diarra,1996-01-25,M,1.78,86,45
205923,Ben Davies,1993-04-24,M,1.81,76,50
220502,Mattia Zaccagni,1995-06-16,M,1.77,63,27
235407,Salih Ozcan,1998-01-11,M,1.8,76,48
202166,Julian Draxler,1993-09-20,M,1.87,77,21
221363,Donny van de Beek,1997-04-18,M,1.84,74,34
199254,Joao Pedro G. Santos Galvao,1992-03-09,M,1.84,73,27
238216,Conor Gallagher,2000-02-06,M,1.82,77,14
243245,Orkun Kokcu,2000-12-29,M,1.75,68,48
227535,Rodrigo Bentancur,1997-06-25,M,1.87,73,60
228520,Ezequiel Avila,1994-02-06,M,1.72,81,52
212207,Nicolae Stanciu,1993-05-07,M,1.7,63,39
231447,Donyell Malen,1999-01-19,M,1.78,77,34
240753,Amine Gouiri,2000-02-16,M,1.8,72,18
170368,Erik Lamela,1992-03-04,M,1.81,79,52
225126,Ellyes Skhiri,1995-05-10,M,1.85,74,145
242201,Luis Milla Manzanares,1994-10-07,M,1.75,67,45
226456,Pablo Fornals Malla,1996-02-22,M,1.78,67,45
190674,Benjamin Andre,1990-08-03,M,1.8,74,18
205600,Samuel Umtiti,1993-11-14,M,1.82,75,18
191740,Ander Herrera Aguera,1989-08-14,M,1.82,71,45
235569,Tanguy Ndombele,1996-12-28,M,1.79,76,18
212404,Federico Bernardeschi,1994-02-16,M,1.85,77,27
245630,Youssouf Fofana,1999-01-10,M,1.76,69,18
220673,Renato Tapia,1995-07-28,M,1.85,80,59
225663,Alexandr Golovin,1996-05-30,M,1.8,69,40
198031,Sergio Miguel Relvas de Oliveira,1992-06-02,M,1.81,78,38
234906,Houssem Aouar,1998-06-30,M,1.75,70,18
212814,Joao Mario N. Costa Eduardo,1993-01-19,M,1.79,73,38
196978,Callum Wilson,1992-02-27,M,1.8,66,14
231628,Rafael Mir Vicente,1997-06-18,M,1.91,86,45
184941,Alexis Sanchez,1988-12-19,M,1.68,62,55
232229,Justin Bijlow,1998-01-22,M,1.88,76,34
201119,Ismaily Goncalves dos S.,1990-01-11,M,1.77,82,54
227678,Ezri Konsa,1997-10-23,M,1.83,77,14
199339,Manuel Riemann,1988-09-09,M,1.86,83,21
264240,Pablo Martin Paez Gavira,2004-08-05,M,1.73,68,45
235374,Manuel Lazzari,1993-11-29,M,1.74,67,27
231102,Ludovic Blas,1997-12-31,M,1.8,70,18
193198,Nemanja Gudelj,1991-11-16,M,1.87,73,51
233306,Dean Henderson,1997-03-12,M,1.88,85,14
178750,Sergio Asenjo Andres,1989-06-28,M,1.89,87,45
203551,Alessandro Florenzi,1991-03-11,M,1.73,67,27
210897,Chancel Mbemba,1994-08-08,M,1.82,78,110
195859,Danny Ings,1992-07-23,M,1.78,73,14
222028,Julian Weigl,1995-09-08,M,1.87,80,21
224031,Adam Marusic,1992-10-17,M,1.85,85,15
221087,Pau Lopez Sabata,1994-12-13,M,1.89,77,45
201095,Agustin Marchesin,1988-03-16,M,1.88,81,52
198009,Mattia Perin,1992-11-10,M,1.88,77,27
246646,Maxence Caqueret,2000-02-15,M,1.74,63,18
208364,Clinton Mukoni Mata Pedro Lourenco,1992-11-07,M,1.8,73,98
231340,Gonzalo Montiel,1997-01-01,M,1.75,70,52
235688,Lucas Verissimo da Silva,1995-07-02,M,1.91,86,54
236632,David Neres Campos,1997-03-03,M,1.76,71,54
243630,Jonathan David,2000-01-14,M,1.8,77,70
189690,Vicente Guaita Panadero,1987-01-10,M,1.9,80,45
227174,Matty Cash,1997-08-07,M,1.79,74,37
220793,Davinson Sanchez,1996-06-12,M,1.87,81,56
187072,Lars Stindl,1988-08-26,M,1.81,80,21
239433,Nemanja Maksimovic,1995-01-26,M,1.89,78,51
202857,Karim Bellarabi,1990-04-08,M,1.84,81,21
255253,Vitor Machado Ferreira,2000-02-13,M,1.73,65,38
205192,Denis Suarez Fernandez,1994-01-06,M,1.78,66,45
220253,Munir El Haddadi,1995-09-01,M,1.75,69,129
190745,Marco Silvestri,1991-03-02,M,1.91,80,27
234711,Josip Brekalo,1998-06-23,M,1.75,70,10
219733,Ludovic Ajorque,1994-02-25,M,1.97,92,18
227813,Oleksandr Zinchenko,1996-12-15,M,1.75,64,49
234426,Marcos Nascimento Teixeira,1996-06-05,M,1.85,81,54
202048,Conor Coady,1993-02-25,M,1.86,80,14
236572,Owen Wijndal,1999-11-28,M,1.76,65,34
216150,Davide Zappacosta,1992-06-11,M,1.82,75,27
197225,Nicolas Lodeiro,1989-03-21,M,1.7,69,60
208104,Matheus Lima Magalhaes,1992-07-19,M,1.9,84,54
257179,Goncalo Bernardo Inacio,2001-08-25,M,1.85,78,38
237086,Min Jae Kim,1996-11-15,M,1.9,81,167
223550,Jonas Omlin,1994-01-10,M,1.89,80,47
182494,Fernando Muslera,1986-06-16,M,1.9,74,60
231936,Benjamin White,1997-10-08,M,1.85,77,14
248148,Martin Zubimendi Ibanez,1999-02-02,M,1.81,74,45
252308,Ali Musrati,1996-04-06,M,1.89,83,123
226110,Nicolas Pepe,1995-05-29,M,1.83,73,108
238041,Tyrell Malacia,1999-08-17,M,1.69,67,34
163705,Steve Mandanda,1985-03-28,M,1.85,82,18
215270,Lucas Zelarayan,1992-06-20,M,1.72,70,3
212382,Paul Ebere Onuachu,1994-05-28,M,2.01,98,133
234468,Emanuel Reynoso,1995-11-16,M,1.76,67,52
244316,Luis Manuel Arantes Maximiano,1999-01-05,M,1.9,82,38
246172,Samuel Chukwueze,1999-05-22,M,1.72,70,133
223689,Wout Weghorst,1992-08-07,M,1.97,84,34
251892,Norberto Gomes Betuncal,1998-01-31,M,1.94,88,38
236772,Dominik Szoboszlai,2000-10-25,M,1.86,74,23
253004,Anssumane Fati,2002-10-31,M,1.78,66,45
246242,Boulaye Dia,1996-11-16,M,1.8,75,136
206545,Manuel Trigueros Munoz,1991-10-17,M,1.78,75,45
183907,Jerome Boateng,1988-09-03,M,1.9,94,21
236045,Reinildo Isnard Mandava,1994-01-21,M,1.8,73,130
248695,Wesley Fofana,2000-12-17,M,1.9,76,18
232432,Luka Jovic,1997-12-23,M,1.82,85,51
202695,James Tarkowski,1992-11-19,M,1.88,81,14
235889,Cengiz Under,1997-07-14,M,1.73,66,48
235997,Francisco Jose Beltran Peinado,1999-02-03,M,1.65,64,45
214584,Franco Armani,1986-10-16,M,1.89,88,52
226166,Nordi Mukiele,1997-11-01,M,1.87,84,18
227275,Agustin Rossi,1995-08-21,M,1.95,95,52
211022,Ruben Garcia Santos,1993-07-14,M,1.71,71,45
217940,Dakonam Djene,1991-12-31,M,1.78,72,144
207599,Michael Keane,1993-01-11,M,1.91,82,14
199503,Granit Xhaka,1992-09-27,M,1.85,82,47
207421,Leandro Trossard,1994-12-04,M,1.71,67,7
199641,Matz Sels,1992-02-26,M,1.9,88,7
189505,Pedro Rodriguez Ledesma,1987-07-28,M,1.69,65,45
236355,Luiz Felipe Ramos Marchi,1997-03-22,M,1.87,80,27
225341,David Garcia Zubiria,1994-02-14,M,1.85,72,45
146748,Diego Lopez Rodriguez,1981-11-03,M,1.96,89,45
202651,Jesus Joaquin Fernandez Saez,1993-11-19,M,1.76,70,45
210372,Rachid Ghezzal,1992-05-09,M,1.82,70,97
208165,Berat Djimsiti,1993-02-19,M,1.9,83,1
182212,Anthony Modeste,1988-04-14,M,1.87,84,18
226851,Benjamin Pavard,1996-03-28,M,1.86,81,18
205175,Arkadiusz Milik,1994-02-28,M,1.86,80,37
253002,Giacomo Raspadori,2000-02-18,M,1.72,69,27
210455,Jonathan Castro Otto,1994-03-03,M,1.7,70,45
45186,Joaquin Sanchez Rodriguez,1981-07-21,M,1.79,75,45
199915,Lewis Dunk,1991-11-21,M,1.92,88,14
191202,Nemanja Matic,1988-08-01,M,1.94,83,51
177413,Axel Witsel,1989-01-12,M,1.86,81,7
247257,Roger Ibanez Da Silva,1998-11-23,M,1.85,73,54
237942,Pervis Estupinan,1998-01-21,M,1.75,78,57
189805,Luuk de Jong,1990-08-27,M,1.88,86,34
203747,Hector Bellerin Moruno,1995-03-19,M,1.78,74,45
178224,Javier Hernandez,1988-06-01,M,1.75,73,83
234577,Diogo Meireles Costa,1999-09-19,M,1.88,84,38
197891,Juan Miguel Jimenez Lopez,1993-05-20,M,1.72,69,45
237221,Juan Foyth,1998-01-12,M,1.87,69,52
188988,Manuel Lanzini,1993-02-15,M,1.67,59,52
1179,Gianluigi Buffon,1978-01-28,M,1.92,92,27
259377,Yeremy Jesus Pino Santos,2002-10-20,M,1.72,60,45
232938,Takehiro Tomiyasu,1998-11-05,M,1.88,84,163
183855,Angelo Ogbonna,1988-05-23,M,1.91,86,27
169588,Jonny Evans,1988-01-03,M,1.88,77,35
240900,Unai Nunez Gestoso,1997-01-30,M,1.86,81,45
240699,Nicolas De la Cruz,1997-06-01,M,1.67,65,60
246191,Julian Alvarez,2000-01-31,M,1.73,71,52
215798,Maxwel Cornet,1996-09-27,M,1.79,69,108
233738,Igor Zubeldia Elorza,1997-03-30,M,1.81,73,45
210665,Marcel Halstenberg,1991-09-27,M,1.88,87,21
232905,Junya Ito,1993-03-09,M,1.77,68,163
247090,Enzo Fernandez,2001-01-17,M,1.8,77,52
227890,Nuno Miguel Gomes dos Santos,1995-02-13,M,1.77,72,38
251470,Charles De Ketelaere,2001-03-10,M,1.92,79,7
242664,Alexis Saelemaekers,1999-06-27,M,1.8,72,7
251116,Tomas Holes,1993-03-31,M,1.8,73,12
229927,Gerson Santos da Silva,1997-05-20,M,1.84,76,54
208920,Nathan Ake,1995-02-18,M,1.8,75,34
193061,Roberto Pereyra,1991-01-07,M,1.82,77,52
223874,Valentin Rongier,1994-12-07,M,1.72,70,18
255654,Pierre Kalulu,2000-06-05,M,1.84,69,18
191627,Mats Rits,1993-07-18,M,1.78,72,7
205070,Cristian Portugues Manzanera,1992-05-21,M,1.67,66,45
239380,Noa Lang,1999-06-17,M,1.79,69,34
195479,James Tavernier,1991-10-31,M,1.82,75,14
228093,Marcus Thuram,1997-08-06,M,1.92,90,18
199813,Gernot Trauner,1992-03-25,M,1.83,82,4
231913,Fredrik Aursnes,1995-12-10,M,1.79,71,36
198946,Danilo D'Ambrosio,1988-09-09,M,1.8,75,27
220883,Rafael Santos Borre,1995-09-15,M,1.74,70,56
202642,Fernando Lucas Martins,1992-03-03,M,1.73,66,54
241390,Eljif Elmas,1999-09-24,M,1.84,74,19
189125,Giacomo Bonaventura,1989-08-22,M,1.81,75,27
231521,Exequiel Palacios,1998-10-05,M,1.77,67,52
201862,Marcos Rojo,1990-03-20,M,1.86,82,52
226515,Andrei Girotto,1992-02-17,M,1.86,79,54
221697,Ollie Watkins,1995-12-30,M,1.8,78,14
199823,Jose Gomez Campana,1993-05-31,M,1.79,70,45
238463,Amadou Haidara,1998-01-31,M,1.75,72,126
196432,Enzo Perez,1986-02-22,M,1.78,77,52
244622,Javier Puado Diaz,1998-05-25,M,1.77,69,45
225859,Moussa Niakhate,1996-03-08,M,1.9,85,18
203299,Andrei Carrillo,1991-06-14,M,1.82,78,59
242577,Romain Faivre,1998-07-14,M,1.8,69,18
182002,Sidnei Rechel da Silva Junior,1989-08-23,M,1.85,80,54
245235,Alexander Bah,1997-12-09,M,1.83,76,13
228302,Alfonso Pedraza Sag,1996-04-09,M,1.84,73,45
174543,Claudio Bravo,1983-04-13,M,1.84,80,55
253109,Joey Veerman,1998-11-19,M,1.85,75,34
201400,Rafael Alc�ntara,1993-02-12,M,1.74,71,54
240938,Junior Messias,1991-05-13,M,1.79,70,54
206534,Patrick Bamford,1993-09-05,M,1.85,71,14
242000,Konstantinos Mavropanos,1997-12-11,M,1.94,89,22
195272,Marco Davide Faraoni,1991-10-25,M,1.8,71,27
206467,Alassane Plea,1993-03-10,M,1.81,79,18
236499,Douglas Luiz Soares de Paulo,1998-05-09,M,1.75,66,54
232487,Wataru Endo,1993-02-09,M,1.78,77,163
230084,Lukas Nmecha,1998-12-14,M,1.85,80,21
202371,Thomas Meunier,1991-09-12,M,1.91,90,7
212419,Tyrone Mings,1993-03-13,M,1.96,77,14
247131,Alfonso Espino,1992-01-05,M,1.72,71,60
208004,Joel Veltman,1992-01-15,M,1.84,75,34
235134,Pablo Rosario,1997-01-07,M,1.88,73,34
138412,James Milner,1986-01-04,M,1.75,70,14
224030,Maxime Lopez,1997-12-04,M,1.67,58,18
241095,Nikola Vlasic,1997-10-04,M,1.78,79,10
199005,Mathew Ryan,1992-04-08,M,1.84,82,195
245388,Jean-Clair Todibo,1999-12-30,M,1.9,88,18
236506,Marcos Senesi,1997-05-10,M,1.83,78,52
240787,Hamed Junior Traore,2000-02-16,M,1.77,77,108
207494,Jesse Lingard,1992-12-15,M,1.75,60,14
201143,Aissa Mandi,1991-10-22,M,1.84,78,97
229857,Stefano Sensi,1995-08-05,M,1.68,62,27
216816,Giovanni Simeone,1995-07-05,M,1.81,81,52
232119,�a?lar Soyuncu,1996-05-23,M,1.85,82,48
185195,Odion Ighalo,1989-06-16,M,1.85,80,133
220440,Clement Lenglet,1995-06-17,M,1.86,81,18
199652,Dennis Praet,1994-05-14,M,1.81,78,7
230977,Miguel Almiron,1994-02-10,M,1.74,70,58
231836,Jesper Karlsson,1998-07-25,M,1.71,70,46
234574,Jose Diogo Dalot Teixeira,1999-03-18,M,1.84,76,38
206413,Taras Stepanenko,1989-08-08,M,1.81,76,49
236610,Moise Kean,2000-02-28,M,1.82,72,27
234612,Jonathan Ikone,1998-05-02,M,1.75,73,18
209440,Romario Ricardo da Silva,1990-12-12,M,1.74,69,54
204538,Raul Ruidiaz,1990-07-25,M,1.69,66,59
192789,Mario Gaspar Perez Martinez,1990-11-24,M,1.8,77,45
200215,Sebastian Rode,1990-10-11,M,1.8,71,21
228413,Emil Audero,1997-01-18,M,1.92,83,27
243854,Mohamed Simakan,2000-05-03,M,1.87,82,18
216531,Joao Paulo Dias Fernandes,1992-11-09,M,1.87,88,38
251566,Gabriel Teodoro Martinelli Silva,2001-06-18,M,1.78,75,54
233084,Nahuel Molina,1998-04-06,M,1.75,70,52
211241,Ruben Pena Jimenez,1991-07-18,M,1.7,65,45
199354,Lucas Perez Martinez,1988-09-10,M,1.8,73,45
226268,Federico Dimarco,1997-11-10,M,1.75,75,27
224196,Ramy Bensebaini,1995-04-16,M,1.87,85,97
223197,Enes Unal,1997-05-10,M,1.87,78,48
197242,Grzegorz Krychowiak,1990-01-29,M,1.86,79,37
202848,Gianluca Caprari,1993-07-30,M,1.76,72,27
241159,Marc Guehi,2000-07-13,M,1.82,82,14
223061,Franco Cervi,1994-05-26,M,1.65,62,52
211567,Gilberto Moraes Junior,1993-03-07,M,1.81,76,54
203895,Alejandro Pozuelo Melero,1991-09-20,M,1.7,74,45
247204,Emerson Leite De Souza,1999-01-14,M,1.81,79,54
219581,Samuel Gigot,1993-10-12,M,1.87,75,18
215259,Emiliano Rigoni,1993-02-04,M,1.8,70,52
173373,Sergio Romero,1987-02-22,M,1.92,86,52
190243,Marwin Hitz,1987-09-18,M,1.94,91,47
211515,Pierluigi Gollini,1995-03-18,M,1.94,94,27
195093,Willian Jose da Silva,1991-11-23,M,1.89,91,54
223690,Sergio Rochet,1993-03-23,M,1.9,85,60
243388,Borna Sosa,1998-01-21,M,1.87,79,10
237679,Randal Kolo Muani,1998-12-05,M,1.87,73,18
222501,Timothy Castagne,1995-12-05,M,1.85,80,7
205069,Juan Bernat Velasco,1993-03-01,M,1.7,67,45
238616,Pedro Lomba Neto,2000-03-09,M,1.72,62,38
224003,Sergio Herrera Piron,1993-06-06,M,1.92,82,45
208334,Jonas Hector,1990-05-27,M,1.85,75,21
212151,Thomas Strakosha,1995-03-19,M,1.93,78,1
211348,Stole Dimitrievski,1993-12-25,M,1.88,84,19
244892,Sofiane Diop,2000-06-09,M,1.75,65,18
234128,Luiz Araujo,1996-06-02,M,1.75,70,54
223249,Gabriel Arias,1987-09-13,M,1.88,82,55
209960,Fernando Pacheco Flores,1992-05-18,M,1.86,81,45
239207,Maximiliano Gomez,1996-08-14,M,1.86,84,60
221342,Pablo Maffeo Becerra,1997-07-12,M,1.72,70,45
236679,Oscar Melendo Jimenez,1997-08-23,M,1.67,63,45
189053,Francesco Caputo,1987-08-06,M,1.81,74,27
239901,Sasa Kalajdzic,1997-07-07,M,2,93,4
225116,Alex Meret,1997-03-22,M,1.9,83,27
223885,Alexander Nubel,1996-09-30,M,1.93,88,21
234035,Alvaro Odriozola Arzalluz,1995-12-14,M,1.76,66,45
204614,Mario Rui Silva Duarte,1991-05-27,M,1.7,67,38
232440,Caio Henrique Oliveira Silva,1997-07-31,M,1.79,70,54
189682,Ben Mee,1989-09-21,M,1.8,82,14
207877,Josef Martinez,1993-05-19,M,1.7,69,61
225263,Duje Caleta-Car,1996-09-17,M,1.92,89,10
235619,Marcus Edwards,1998-12-03,M,1.68,65,14
221125,Sebastian Driussi,1996-02-09,M,1.79,79,52
224069,Karl Toko Ekambi,1992-09-14,M,1.85,74,103
189615,Aaron Cresswell,1989-12-15,M,1.75,66,14
202750,Willy Boly,1991-02-03,M,1.95,97,108
226766,Daniel Castelo Podence,1995-10-21,M,1.65,58,38
242187,Christoph Baumgartner,1999-08-01,M,1.8,73,4
220621,Said Benrahma,1995-08-10,M,1.72,67,97
227222,Frederic Guilbert,1994-12-24,M,1.78,78,18
158625,Dante Bonfim Costa Santos,1983-10-18,M,1.89,91,54
240091,Guglielmo Vicario,1996-10-07,M,1.88,76,27
208777,Oliver Torres Munoz,1994-11-10,M,1.75,70,45
256612,F. Evanilson de Lima Barbosa,1999-10-06,M,1.81,77,54
210513,Juan Fernando Quintero,1993-01-18,M,1.68,67,56
215716,Aleksandar Mitrovic,1994-09-16,M,1.89,90,51
243647,Altay Bay?nd?r,1998-04-14,M,1.98,73,48
231366,Philipp Lienhart,1996-07-11,M,1.89,83,4
241727,Predrag Rajkovic,1995-10-31,M,1.91,85,51
214092,Alexey Miranchuk,1995-10-17,M,1.82,74,40
215353,Lucas Alario,1992-10-08,M,1.85,78,52
256197,Piero Hincapie,2002-01-09,M,1.83,66,57
199833,Lars Unnerstall,1990-07-20,M,1.98,103,21
227927,Kyle Walker-Peters,1997-04-13,M,1.74,64,14
194806,Craig Dawson,1990-05-06,M,1.88,77,14
193469,Victor Ruiz Torre,1989-01-25,M,1.85,78,45
230021,Joseph Aidoo,1995-09-29,M,1.84,80,117
236583,Jiri Pavlenka,1992-04-14,M,1.96,81,12
231410,Brahim Diaz,1999-08-03,M,1.71,59,45
154472,Jorge Molina Vidal,1982-04-22,M,1.88,72,45
176635,Mesut Ozil,1988-10-15,M,1.8,70,21
199576,Oriol Romeu Vidal,1991-09-24,M,1.83,83,45
219145,Guillermo Maripan,1994-05-06,M,1.93,83,55
168435,Salvatore Sirigu,1987-01-12,M,1.92,85,27
247103,David Hancko,1997-12-13,M,1.88,80,43
214436,Paulo Diaz,1994-08-25,M,1.78,76,55
198784,Alex Oxlade-Chamberlain,1993-08-15,M,1.75,70,14
234568,Gedson Carvalho Fernandes,1999-01-09,M,1.81,71,38
210602,Salem Al Dawsari,1991-08-19,M,1.73,71,183
211093,Callum McGregor,1993-06-14,M,1.78,74,42
222357,Breel Embolo,1997-02-14,M,1.87,88,47
225863,Olivier Boscagli,1997-11-18,M,1.81,68,18
247246,Khephren Thuram,2001-03-26,M,1.92,81,18
212269,Riechedly Bazoer,1996-10-12,M,1.84,74,34
221174,Mislav Orsic,1992-12-29,M,1.79,69,10
245211,Jordan Teze,1999-09-30,M,1.83,68,34
224425,Marius Wolf,1995-05-27,M,1.88,81,21
198658,Fredrik Midtsj�,1993-08-11,M,1.75,68,36
231227,Niklas Dorsch,1998-01-15,M,1.78,76,21
213242,Adrien Tameze,1994-02-04,M,1.8,78,18
230065,Suat Serdar,1997-04-11,M,1.84,75,21
207791,Yussuf Poulsen,1994-06-15,M,1.92,84,13
226789,Angelo Fulgini,1996-08-20,M,1.83,71,18
227536,Moussa Marega,1991-04-14,M,1.84,94,126
215071,Milton Casco,1988-04-11,M,1.7,69,52
239807,Davide Frattesi,1999-09-22,M,1.84,74,27
183394,Moussa Sissoko,1989-08-16,M,1.87,91,18
188042,Matias Suarez,1988-05-09,M,1.83,75,52
239613,Matteo Pessina,1997-04-21,M,1.83,75,27
229758,Rade Krunic,1993-10-07,M,1.84,74,8
220746,Andrija Zivkovic,1996-07-11,M,1.69,62,51
205855,Marko Livaja,1993-08-26,M,1.82,80,10
244374,Mykola Shaparenko,1998-10-04,M,1.78,72,49
193361,Roberto Soriano,1991-02-08,M,1.82,76,27
212127,Darko Lazovic,1990-09-15,M,1.81,66,51
246764,Mohamed Camara,2000-01-06,M,1.69,65,126
225711,Abdou Diallo,1996-05-04,M,1.87,79,136
250723,Kouadio Manu Kone,2001-05-17,M,1.85,80,18
219985,Matias Vecino,1991-08-24,M,1.87,81,60
208295,Romain Saiss,1990-03-26,M,1.88,84,129
225793,Ben Godfrey,1998-01-15,M,1.83,79,14
212228,Ivan Toney,1996-03-16,M,1.87,76,14
216189,Ander Capa Rodriguez,1992-02-08,M,1.75,75,45
253306,Manuel Ugarte,2001-04-11,M,1.82,77,60
208250,Anastasios Bakasetas,1993-06-28,M,1.81,78,22
247182,Lucas Silva Melo,1999-07-04,M,1.85,81,54
210047,Fabian Sch�r,1991-12-20,M,1.88,84,47
190813,Stephan El Shaarawy,1992-10-27,M,1.78,73,27
222041,Lucas Boye,1996-02-28,M,1.83,79,52
247328,Unai Vencedor Paris,2000-11-15,M,1.76,71,45
225014,Gaetano Castrovilli,1997-02-17,M,1.87,71,27
213388,Flavien Tait,1993-02-02,M,1.75,70,18
208787,Adrien Thomasson,1993-12-10,M,1.77,72,18
192906,Luis Miguel Rodriguez,1985-01-01,M,1.67,67,52
211117,Dele Alli,1996-04-11,M,1.88,80,14
186537,Cristhian Stuani,1986-10-12,M,1.86,76,60
233301,Rasmus Kristensen,1997-07-11,M,1.87,70,13
212219,Alexander Djiku,1994-08-09,M,1.82,81,117
225403,?rfan Can Kahveci,1995-07-15,M,1.76,72,48
236368,Giulio Maggiore,1998-03-12,M,1.84,69,27
171897,Andres Guardado,1986-09-28,M,1.69,67,83
232104,Daniel James,1997-11-10,M,1.71,76,50
233959,Sebastian Villa,1996-05-19,M,1.79,71,56
237712,Valentin Castellanos,1998-10-03,M,1.78,74,52
207884,Willian Souza Arao da Silva,1992-03-12,M,1.81,74,54
240740,Callum Hudson-Odoi,2000-11-07,M,1.77,79,14
236699,Sasa Lukic,1996-08-13,M,1.83,77,51
214026,Johan Mojica,1992-08-21,M,1.85,73,56
224422,Jeremie Boga,1997-01-03,M,1.72,68,108
188103,Ruben Rochina Naixes,1991-03-23,M,1.82,76,45
216258,Ihlas Bebou,1994-04-23,M,1.85,80,144
244067,Maxence Lacroix,2000-04-06,M,1.9,88,18
237135,Davidson Da Luz Pereira,1991-03-05,M,1.77,63,54
198657,Jonas Svensson,1993-03-06,M,1.7,70,36
202599,Igor Caique Coronado,1992-08-18,M,1.7,65,54
257536,Jan Kuchta,1997-01-08,M,1.85,80,12
212187,Philipp Max,1993-09-30,M,1.77,77,21
176600,Kevin Gameiro,1987-05-09,M,1.72,70,18
198329,Rodrigo Moreno Machado,1991-03-06,M,1.82,77,45
221491,Nico Elvedi,1996-09-30,M,1.89,84,47
254796,Noni Madueke,2002-03-10,M,1.82,70,14
205566,Alberto Moreno Perez,1992-07-05,M,1.71,65,45
211368,Armindo Tue Na Bangna,1994-10-24,M,1.73,70,38
227055,Gelson Dany Batalha Martins,1995-05-11,M,1.73,74,38
232080,Jack Harrison,1996-11-20,M,1.75,70,14
262621,Giorgi Mamardashvili,2000-09-29,M,1.99,88,20
216158,Silvan Widmer,1993-03-05,M,1.83,80,47
225719,Kelechi Iheanacho,1996-10-03,M,1.85,82,133
251804,Sergino Dest,2000-11-03,M,1.75,62,95
190149,Oscar De Marcos Arana,1989-04-14,M,1.82,78,45
215061,Dario Benedetto,1990-05-17,M,1.77,75,52
234777,Zack Steffen,1995-04-02,M,1.91,86,95
243032,Hugo Duro Perales,1999-11-10,M,1.8,76,45
124375,Burak Y?lmaz,1985-07-15,M,1.88,77,48
222509,Daniel Ceballos Fernandez,1996-08-07,M,1.79,68,45
247181,Gonzalo Plata,2000-11-01,M,1.78,65,57
188955,Gustavo Bou,1990-02-18,M,1.75,72,52
208224,Petros Mantalos,1991-08-31,M,1.76,73,22
203843,Damian Suarez,1988-04-27,M,1.73,68,60
206306,Jordan Ferri,1992-03-12,M,1.73,73,18
224221,Joachim Andersen,1996-05-31,M,1.92,90,13
193254,Christopher Trimmel,1987-02-24,M,1.89,82,4
226380,Hee Chan Hwang,1996-01-26,M,1.77,77,167
232223,Konstantinos Tsimikas,1996-05-12,M,1.79,68,22
189172,Fidel Chaves de la Torre,1989-10-27,M,1.8,74,45
235944,Brais Mendez Portela,1997-01-07,M,1.87,76,45
244176,Deniz Undav,1996-07-19,M,1.78,86,21
